sentence,sentiment,lem_words,lem_tags,word_tags
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,2,mussel be fantastic so be dessert definitely go be back very soon,NN VB JJ RB VB NN RB VB VB RB RB RB,"['mussel/NN', 'be/VB', 'fantastic/JJ', 'so/RB', 'be/VB', 'dessert/NN', 'definitely/RB', 'go/VB', 'be/VB', 'back/RB', 'very/RB', 'soon/RB']"
"We have been to this place many times, and always have great food, wine, and service.",2,have be place many time always have great food wine service,VB VB NN JJ NN RB VB JJ NN NN NN,"['have/VB', 'be/VB', 'place/NN', 'many/JJ', 'time/NN', 'always/RB', 'have/VB', 'great/JJ', 'food/NN', 'wine/NN', 'service/NN']"
The bar is very well stocked with interesting beers and well priced wines.,2,bar be very well stock interesting beer well price wine,NN VB RB RB VB JJ NN RB VB NN,"['bar/NN', 'be/VB', 'very/RB', 'well/RB', 'stock/VB', 'interesting/JJ', 'beer/NN', 'well/RB', 'price/VB', 'wine/NN']"
Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,2,quite simply step manhattan haven tranquility,RB RB VB JJ NN NN,"['quite/RB', 'simply/RB', 'step/VB', 'manhattan/JJ', 'haven/NN', 'tranquility/NN']"
"Try everything for that matter, it is all good.",2,try everything matter be good,NN NN NN VB JJ,"['try/NN', 'everything/NN', 'matter/NN', 'be/VB', 'good/JJ']"
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",2,other guest enjoyed pizza santa fe chopped salad fish chip,JJ NN JJ NN NN NN JJ NN NN NN,"['other/JJ', 'guest/NN', 'enjoyed/JJ', 'pizza/NN', 'santa/NN', 'fe/NN', 'chopped/JJ', 'salad/NN', 'fish/NN', 'chip/NN']"
I LOVE their Thai,2,love thai,VB NN,"['love/VB', 'thai/NN']"
$20 for all you can eat sushi cannot be beaten.,2,eat sushi be beat,VB NN VB VB,"['eat/VB', 'sushi/NN', 'be/VB', 'beat/VB']"
"Conveniently located too, being right on Bedford ave.",2,conveniently locate too be right bedford ave,RB VB RB VB RB NN VB,"['conveniently/RB', 'locate/VB', 'too/RB', 'be/VB', 'right/RB', 'bedford/NN', 'ave/VB']"
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",2,go once don enjoy say be just don get,VB RB VB NN VB VB RB VB VB,"['go/VB', 'once/RB', 'don/VB', 'enjoy/NN', 'say/VB', 'be/VB', 'just/RB', 'don/VB', 'get/VB']"
I loved this place!!,2,love place,VB NN,"['love/VB', 'place/NN']"
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",2,atmosphere isn greatest suppose keep price,NN JJ JJ VB VB NN,"['atmosphere/NN', 'isn/JJ', 'greatest/JJ', 'suppose/VB', 'keep/VB', 'price/NN']"
"Best of all is the warm vibe, the owner is super friendly and service is fast.",2,best be warm vibe owner be super friendly service be fast,JJ VB JJ NN NN VB JJ JJ NN VB JJ,"['best/JJ', 'be/VB', 'warm/JJ', 'vibe/NN', 'owner/NN', 'be/VB', 'super/JJ', 'friendly/JJ', 'service/NN', 'be/VB', 'fast/JJ']"
Service is top notch.,2,service be top notch,NN VB JJ NN,"['service/NN', 'be/VB', 'top/JJ', 'notch/NN']"
"They have it all -- great price, food, and service.",2,have great price food service,VB JJ NN NN NN,"['have/VB', 'great/JJ', 'price/NN', 'food/NN', 'service/NN']"
Staff is very accomodating.,2,staff be very accomodating,NN VB RB JJ,"['staff/NN', 'be/VB', 'very/RB', 'accomodating/JJ']"
The dining room is quietly elegant with no music to shout over -- how refreshing!,2,dining room be quietly elegant music shout refreshing,JJ NN VB RB JJ NN VB JJ,"['dining/JJ', 'room/NN', 'be/VB', 'quietly/RB', 'elegant/JJ', 'music/NN', 'shout/VB', 'refreshing/JJ']"
$20 for all you can eat sushi cannot be beaten.,2,eat sushi be beat,VB NN VB VB,"['eat/VB', 'sushi/NN', 'be/VB', 'beat/VB']"
I absolutely love this place!!!,2,absolutely love place,RB VB NN,"['absolutely/RB', 'love/VB', 'place/NN']"
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",2,be not eat haut cuisine subtle hint cassuolet steake fritte tripe stew etc simple stuff,VB RB VB JJ NN JJ NN VB NN NN NN NN JJ JJ NN,"['be/VB', 'not/RB', 'eat/VB', 'haut/JJ', 'cuisine/NN', 'subtle/JJ', 'hint/NN', 'cassuolet/VB', 'steake/NN', 'fritte/NN', 'tripe/NN', 'stew/NN', 'etc/JJ', 'simple/JJ', 'stuff/NN']"
Great sushi experience.,2,great sushi experience,JJ NN NN,"['great/JJ', 'sushi/NN', 'experience/NN']"
I cannot imagine you not rushing out to eat there.,2,imagine not rush eat,VB RB VB VB,"['imagine/VB', 'not/RB', 'rush/VB', 'eat/VB']"
"With so many poor experiences to be had in the theater district, is truly an excellent find!",2,so many poor experience be have theater district be truly excellent find,RB JJ JJ NN VB VB NN NN VB RB JJ NN,"['so/RB', 'many/JJ', 'poor/JJ', 'experience/NN', 'be/VB', 'have/VB', 'theater/NN', 'district/NN', 'be/VB', 'truly/RB', 'excellent/JJ', 'find/NN']"
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",2,consider be last patron there be closing time waitstaff do not rush make feel comfortable relax,VB VB JJ NN RB VB JJ NN NN VB RB VB VB VB JJ VB,"['consider/VB', 'be/VB', 'last/JJ', 'patron/NN', 'there/RB', 'be/VB', 'closing/JJ', 'time/NN', 'waitstaff/NN', 'do/VB', 'not/RB', 'rush/VB', 'make/VB', 'feel/VB', 'comfortable/JJ', 'relax/VB']"
The pizza is yummy and I like the atmoshpere.,2,pizza be yummy atmoshpere,NN VB JJ RB,"['pizza/NN', 'be/VB', 'yummy/JJ', 'atmoshpere/RB']"
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,2,be frist time cafe st bart say delicous food service be,VB JJ NN NN NN NN VB JJ NN NN VB,"['be/VB', 'frist/JJ', 'time/NN', 'cafe/NN', 'st/NN', 'bart/NN', 'say/VB', 'delicous/JJ', 'food/NN', 'service/NN', 'be/VB']"
The sushi is amazing!!! ,2,sushi be amazing,NN VB JJ,"['sushi/NN', 'be/VB', 'amazing/JJ']"
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,2,thank friend recommend restaurant certainly recommend other,VB NN VB NN RB VB NN,"['thank/VB', 'friend/NN', 'recommend/VB', 'restaurant/NN', 'certainly/RB', 'recommend/VB', 'other/NN']"
Atmosphere is nice and relaxed too...,2,atmosphere be nice relax too,NN VB JJ VB RB,"['atmosphere/NN', 'be/VB', 'nice/JJ', 'relax/VB', 'too/RB']"
We'd go back again,2,go back again,VB RB RB,"['go/VB', 'back/RB', 'again/RB']"
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",2,blond wood decor be very premium sake be excellent service be great,JJ NN NN VB RB NN NN VB JJ NN VB JJ,"['blond/JJ', 'wood/NN', 'decor/NN', 'be/VB', 'very/RB', 'premium/NN', 'sake/NN', 'be/VB', 'excellent/JJ', 'service/NN', 'be/VB', 'great/JJ']"
"Great service, great food.",2,great service great food,JJ NN JJ NN,"['great/JJ', 'service/NN', 'great/JJ', 'food/NN']"
"Cute place, nice wait staff but would never go there again.",2,cute place nice wait staff never go there again,JJ NN JJ NN NN RB VB RB RB,"['cute/JJ', 'place/NN', 'nice/JJ', 'wait/NN', 'staff/NN', 'never/RB', 'go/VB', 'there/RB', 'again/RB']"
Our food was great too!,2,food be great too,NN VB JJ RB,"['food/NN', 'be/VB', 'great/JJ', 'too/RB']"
fresh restaurant was amazing........ food was delicious and of course fresh.,2,fresh restaurant be amazing food be delicious course fresh,JJ NN VB JJ NN VB JJ NN JJ,"['fresh/JJ', 'restaurant/NN', 'be/VB', 'amazing/JJ', 'food/NN', 'be/VB', 'delicious/JJ', 'course/NN', 'fresh/JJ']"
"This place, which is only a few months old, is perhaps Queens' biggest secret!",2,place be only few month old be perhaps queen biggest secret,NN VB RB JJ NN JJ VB RB NN JJ VB,"['place/NN', 'be/VB', 'only/RB', 'few/JJ', 'month/NN', 'old/JJ', 'be/VB', 'perhaps/RB', 'queen/NN', 'biggest/JJ', 'secret/VB']"
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",2,sometimes get bad food bad service sometimes get good good bad service,RB VB JJ NN JJ NN RB VB JJ JJ JJ NN,"['sometimes/RB', 'get/VB', 'bad/JJ', 'food/NN', 'bad/JJ', 'service/NN', 'sometimes/RB', 'get/VB', 'good/JJ', 'good/JJ', 'bad/JJ', 'service/NN']"
Big Wong is a great place to eat and fill your stomach.,2,big wong be great place eat fill stomach,JJ NN VB JJ NN VB VB NN,"['big/JJ', 'wong/NN', 'be/VB', 'great/JJ', 'place/NN', 'eat/VB', 'fill/VB', 'stomach/NN']"
"Have recommended the place to friends, always gets good response.",2,have recommend place friend always get good response,VB VB NN NN RB VB JJ NN,"['have/VB', 'recommend/VB', 'place/NN', 'friend/NN', 'always/RB', 'get/VB', 'good/JJ', 'response/NN']"
The filet mignon dish was superb!,2,filet mignon dish be superb,NN NN NN VB JJ,"['filet/NN', 'mignon/NN', 'dish/NN', 'be/VB', 'superb/JJ']"
A classic!,2,classic,JJ,['classic/JJ']
The food is prepared quickly and efficiently.,2,food be prepare quickly efficiently,NN VB VB RB RB,"['food/NN', 'be/VB', 'prepare/VB', 'quickly/RB', 'efficiently/RB']"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",2,go day oyster binge fish bring closing be so glad be place trip end be so great,VB NN NN NN NN VB NN VB RB JJ VB NN NN VB VB RB JJ,"['go/VB', 'day/NN', 'oyster/NN', 'binge/NN', 'fish/NN', 'bring/VB', 'closing/NN', 'be/VB', 'so/RB', 'glad/JJ', 'be/VB', 'place/NN', 'trip/NN', 'end/VB', 'be/VB', 'so/RB', 'great/JJ']"
"We have been to this place many times, and always have great food, wine, and service.",2,have be place many time always have great food wine service,VB VB NN JJ NN RB VB JJ NN NN NN,"['have/VB', 'be/VB', 'place/NN', 'many/JJ', 'time/NN', 'always/RB', 'have/VB', 'great/JJ', 'food/NN', 'wine/NN', 'service/NN']"
It's somewhere you can eat and be happy.,2,somewhere eat be happy,RB VB VB JJ,"['somewhere/RB', 'eat/VB', 'be/VB', 'happy/JJ']"
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,2,myagi be favorite restaurant city place negative reviews describe sound be somewhere else,NN VB JJ NN NN NN JJ NN NN NN VB RB RB,"['myagi/NN', 'be/VB', 'favorite/JJ', 'restaurant/NN', 'city/NN', 'place/NN', 'negative/JJ', 'reviews/NN', 'describe/NN', 'sound/NN', 'be/VB', 'somewhere/RB', 'else/RB']"
Service is fast and friendly.,2,service be fast friendly,NN VB JJ JJ,"['service/NN', 'be/VB', 'fast/JJ', 'friendly/JJ']"
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,2,be reluctant write not want jem pizza place become overcrowded,VB JJ VB RB VB NN NN NN VB JJ,"['be/VB', 'reluctant/JJ', 'write/VB', 'not/RB', 'want/VB', 'jem/NN', 'pizza/NN', 'place/NN', 'become/VB', 'overcrowded/JJ']"
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,2,be get family size penne la vodka be tremendously gigantic portion bucket food literally,VB VB NN NN VB JJ NN VB RB JJ NN NN NN RB,"['be/VB', 'get/VB', 'family/NN', 'size/NN', 'penne/VB', 'la/JJ', 'vodka/NN', 'be/VB', 'tremendously/RB', 'gigantic/JJ', 'portion/NN', 'bucket/NN', 'food/NN', 'literally/RB']"
"stick with the chicken, beef, and lamb dishes.",2,stick chicken beef lamb dish,NN NN NN NN NN,"['stick/NN', 'chicken/NN', 'beef/NN', 'lamb/NN', 'dish/NN']"
A little crowded but they move that line really fast!,2,little crowded move line really fast,JJ JJ VB NN RB JJ,"['little/JJ', 'crowded/JJ', 'move/VB', 'line/NN', 'really/RB', 'fast/JJ']"
The food was good too.,2,food be good too,NN VB JJ RB,"['food/NN', 'be/VB', 'good/JJ', 'too/RB']"
I can't wait to go back.,2,wait go back,VB VB RB,"['wait/VB', 'go/VB', 'back/RB']"
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",2,eat back patio be worth cool music be hear well there,VB JJ NN VB JJ JJ NN VB RB RB RB,"['eat/VB', 'back/JJ', 'patio/NN', 'be/VB', 'worth/JJ', 'cool/JJ', 'music/NN', 'be/VB', 'hear/RB', 'well/RB', 'there/RB']"
Fantastic place.,2,fantastic place,JJ NN,"['fantastic/JJ', 'place/NN']"
I really recommend the very simple Unda (Egg) rolls.,2,really recommend very simple unda egg roll,RB VB RB JJ NN NN NN,"['really/RB', 'recommend/VB', 'very/RB', 'simple/JJ', 'unda/NN', 'egg/NN', 'roll/NN']"
The food was average or above including some surprising tasty dishes.,2,food be average include surprising tasty dish,NN VB JJ VB JJ JJ NN,"['food/NN', 'be/VB', 'average/JJ', 'include/VB', 'surprising/JJ', 'tasty/JJ', 'dish/NN']"
Go there once and oh yes...you will go back...you will...,2,go there once yes go back,VB RB RB RB VB RB,"['go/VB', 'there/RB', 'once/RB', 'yes/RB', 'go/VB', 'back/RB']"
I love it.,2,love,NN,['love/NN']
HIGHLY RECOMMENDED!!!!!,2,highly recommend,RB VB,"['highly/RB', 'recommend/VB']"
"The food was very good, a great deal, and the place its self was great.",2,food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ,"['food/NN', 'be/VB', 'very/RB', 'good/JJ', 'great/JJ', 'deal/NN', 'place/NN', 'self/NN', 'be/VB', 'great/JJ']"
Food is great.,2,food be great,NN VB JJ,"['food/NN', 'be/VB', 'great/JJ']"
"This place, which is only a few months old, is perhaps Queens' biggest secret!",2,place be only few month old be perhaps queen biggest secret,NN VB RB JJ NN JJ VB RB NN JJ VB,"['place/NN', 'be/VB', 'only/RB', 'few/JJ', 'month/NN', 'old/JJ', 'be/VB', 'perhaps/RB', 'queen/NN', 'biggest/JJ', 'secret/VB']"
We had a great time at the Jekyll and hyde Pub last night.,2,have great time jekyll hyde pub last night,VB JJ NN NN JJ NN JJ NN,"['have/VB', 'great/JJ', 'time/NN', 'jekyll/NN', 'hyde/JJ', 'pub/NN', 'last/JJ', 'night/NN']"
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",2,volare virgin weekly regular everyone get treat same ask more service be friendly,NN NN JJ NN NN VB VB JJ NN JJ NN VB JJ,"['volare/NN', 'virgin/NN', 'weekly/JJ', 'regular/NN', 'everyone/NN', 'get/VB', 'treat/VB', 'same/JJ', 'ask/NN', 'more/JJ', 'service/NN', 'be/VB', 'friendly/JJ']"
Have frequented 'ino for several years and the food remains excellent.,2,have frequent ino several year food remain excellent,VB VB NN JJ NN NN VB JJ,"['have/VB', 'frequent/VB', 'ino/NN', 'several/JJ', 'year/NN', 'food/NN', 'remain/VB', 'excellent/JJ']"
I was there on sat. for my birthday and we had an excellent time.,2,be there sat birthday have excellent time,VB RB NN NN VB JJ NN,"['be/VB', 'there/RB', 'sat/NN', 'birthday/NN', 'have/VB', 'excellent/JJ', 'time/NN']"
This was a repeat visit and we'll definitely be back again.,2,be repeat visit ll definitely be back again,VB JJ NN VB RB VB RB RB,"['be/VB', 'repeat/JJ', 'visit/NN', 'll/VB', 'definitely/RB', 'be/VB', 'back/RB', 'again/RB']"
This place is so much fun.,2,place be so much fun,NN VB RB JJ NN,"['place/NN', 'be/VB', 'so/RB', 'much/JJ', 'fun/NN']"
As always we had a great glass of wine while we waited.,2,always have great glass wine wait,RB VB JJ NN NN VB,"['always/RB', 'have/VB', 'great/JJ', 'glass/NN', 'wine/NN', 'wait/VB']"
keep up the good work.,2,keep good work,VB JJ NN,"['keep/VB', 'good/JJ', 'work/NN']"
We weren't!,2,weren,VB,['weren/VB']
I will go back to Suan soon!,2,go back suan soon,VB RB VB RB,"['go/VB', 'back/RB', 'suan/VB', 'soon/RB']"
Not the typical NYC gimmick theme restaurant.,2,not typical nyc gimmick theme restaurant,RB JJ NN NN NN NN,"['not/RB', 'typical/JJ', 'nyc/NN', 'gimmick/NN', 'theme/NN', 'restaurant/NN']"
The place was nice and calm.,2,place be nice calm,NN VB JJ VB,"['place/NN', 'be/VB', 'nice/JJ', 'calm/VB']"
"The food is good, especially their more basic dishes, and the drinks are delicious.",2,food be good especially more basic dish drink be delicious,NN VB JJ RB JJ JJ NN NN VB JJ,"['food/NN', 'be/VB', 'good/JJ', 'especially/RB', 'more/JJ', 'basic/JJ', 'dish/NN', 'drink/NN', 'be/VB', 'delicious/JJ']"
"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",2,everytime decide try place ue get angry didn just go pomodori,NN NN VB NN NN VB JJ VB RB VB NN,"['everytime/NN', 'decide/NN', 'try/VB', 'place/NN', 'ue/NN', 'get/VB', 'angry/JJ', 'didn/VB', 'just/RB', 'go/VB', 'pomodori/NN']"
"(that is A MUST, but not every restaurant can do...) ",2,be not restaurant do,VB RB NN VB,"['be/VB', 'not/RB', 'restaurant/NN', 'do/VB']"
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",2,be worried have trouble get somehow manage have short wait,VB JJ VB NN VB RB VB VB JJ NN,"['be/VB', 'worried/JJ', 'have/VB', 'trouble/NN', 'get/VB', 'somehow/RB', 'manage/VB', 'have/VB', 'short/JJ', 'wait/NN']"
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",2,everything be always cook perfection service be excellent decor cool understate,NN VB RB VB NN NN VB JJ NN NN VB,"['everything/NN', 'be/VB', 'always/RB', 'cook/VB', 'perfection/NN', 'service/NN', 'be/VB', 'excellent/JJ', 'decor/NN', 'cool/NN', 'understate/VB']"
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",2,first time go be completely take live jazz band atmosphere order lobster cobb salad,JJ NN VB VB RB VB JJ NN NN NN VB NN JJ NN,"['first/JJ', 'time/NN', 'go/VB', 'be/VB', 'completely/RB', 'take/VB', 'live/JJ', 'jazz/NN', 'band/NN', 'atmosphere/NN', 'order/VB', 'lobster/NN', 'cobb/JJ', 'salad/NN']"
I lOVE THIS PLACE!,2,love place,NN NN,"['love/NN', 'place/NN']"
"This place, which is only a few months old, is perhaps Queens' biggest secret!",2,place be only few month old be perhaps queen biggest secret,NN VB RB JJ NN JJ VB RB NN JJ VB,"['place/NN', 'be/VB', 'only/RB', 'few/JJ', 'month/NN', 'old/JJ', 'be/VB', 'perhaps/RB', 'queen/NN', 'biggest/JJ', 'secret/VB']"
"Best of all is the warm vibe, the owner is super friendly and service is fast.",2,best be warm vibe owner be super friendly service be fast,JJ VB JJ NN NN VB JJ JJ NN VB JJ,"['best/JJ', 'be/VB', 'warm/JJ', 'vibe/NN', 'owner/NN', 'be/VB', 'super/JJ', 'friendly/JJ', 'service/NN', 'be/VB', 'fast/JJ']"
"$6 and there is much tasty food, all of it fresh and continually refilled.",2,be much tasty food fresh continually refill,VB JJ JJ NN JJ RB VB,"['be/VB', 'much/JJ', 'tasty/JJ', 'food/NN', 'fresh/JJ', 'continually/RB', 'refill/VB']"
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,2,food be amazing especially get chef taste menu favourite bottle wine extensive selection wine,NN VB JJ RB VB NN VB NN JJ NN NN JJ NN NN,"['food/NN', 'be/VB', 'amazing/JJ', 'especially/RB', 'get/VB', 'chef/NN', 'taste/VB', 'menu/NN', 'favourite/JJ', 'bottle/NN', 'wine/NN', 'extensive/JJ', 'selection/NN', 'wine/NN']"
